EXERCICIO,DESC_ORGAO,CODIGO_RUBRICA,DESC_RUBRICA,RECEITA_PREVISTA,RECEITA_ARRECADADA,RECEITA_ARRECADADA_JAN,RECEITA_ARRECADADA_FEV,RECEITA_ARRECADADA_MAR,RECEITA_ARRECADADA_ABR,RECEITA_ARRECADADA_MAI,RECEITA_ARRECADADA_JUN,RECEITA_ARRECADADA_JUL,RECEITA_ARRECADADA_AGO,RECEITA_ARRECADADA_SET,RECEITA_ARRECADADA_OUT,RECEITA_ARRECADADA_NOV,RECEITA_ARRECADADA_DEZ
2016,Prefeitura,1990990501,DESCONTOS OBTIDOS - TESOURO MUNICIPAL,1675498,1370655 71,93775 770000000004,373 88999999999999,85171 240000000005,206097 84,141624 48000000001,249759 98000000001,24656 709999999999,142896 51000000001,93861 619999999995,62731 160000000003,54584 57,215121 94
2016,Prefeitura,1990990519,DESCONTOS OBTIDOS - FMS,1696630,8747 5799999999999,0,0,0,0,166 66,2386 5700000000002,0,0,5258 2700000000004,0,0,936 08000000000004
2016,Prefeitura,2114990224,CEF/SMO PRO-TRANSPORTE - JARDIM MARAVILHA,0,74982313 129999995,6295309 5899999999,0,11000000,0,5872079 8300000001,3209317 77,4748862 7199999997,9754209 7200000007,2521458 7999999998,0,0,31581074 699999999
2016,Prefeitura,1919100102,MULTAS PREVISTAS NA LEGISLACAO SANITARIA - FMS,5816012,4370114 8100000005,361598 37,411132 66999999998,432934 46000000002,389861 72999999998,374695 90000000002,365586 92999999999,291057 38,378717 17999999999,565279 06999999995,345354 96999999997,248814 56,205081 59
2016,Prefeitura,1931120101,IMPOSTO SOBRE TRANSMISSAO INTER-VIVOS DE BENS IMOVEIS,3399641,7735169 5999999996,197295 57000000001,158105 91,158656 34,168928 12,227009 19,276744 67999999999,1280339 1299999999,172859 48000000001,166539 72,130404 59,201524 26999999999,4596762 5999999996
2016,Prefeitura,1932990101,MULTAS POR INFRACOES,13255433,13621549 970000003,869348 38,681498 14999999991,677067 12,533263 12,881985 60999999999,1184283 29,3056066 6699999999,1758770 22,659057 89000000001,656637 72999999998,668127 15000000002,1995444 6399999999
2016,Prefeitura,1990020102,HONORARIOS ADVOCATICIOS - FOE/PGM - ESPECIALIZADAS,0,1811702 9899999998,0,0,0,0,0,-231 56,0,0,-700,1226407 99,0,586226 55999999994
2016,Prefeitura,1990020103,HONORARIOS ADVOCATICIOS - DESTINACAO DO ART. 26 DA LC 132/2013 - ADM DIRETA (DARM),8062841,10131159 01,852234 46999999997,1206361 9099999999,697106 70999999996,675315 97999999998,651943 30000000005,851101 51000000001,1301500 95,851346 75,549778 59999999998,915276 13,1317364 3300000001,261828 37000000002
2016,Prefeitura,1990990123,RECEITAS DO FUNDO PROJETO TIRADENTES,73613,50272 190000000002,8948 1399999999994,0,8780 5200000000004,7000 1999999999998,6988 3800000000001,4635 0500000000002,4712 3500000000004,6990 4499999999998,9780 9200000000001,5749 3999999999996,3524 6700000000001,-16837 889999999999
2016,Prefeitura,1990990409,RECEITAS DE CONTRAPARTIDA EM OPERACOES INTERLIGADAS E REGULARIZACAO DE OBRAS-DREM,0,8831091 7899999991,0,0,0,0,0,0,0,0,0,0,0,8831091 7899999991
2016,Prefeitura,2114070120,CEF/SMH PRO-MORADIA V RICA DE IRAJA CER 235759-32/08,660746,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2114070121,CEF/SMH PRO-MORADIA VILA JOAO LOPES-REALENGO CER 235749-05/08,74114,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2421029906,TRANSFERENCIA DO FNDE - TC PAR N 00151/2016 - PROGRAMA PROINFANCIA - INFRAESTRUTURA ESCOLA,0,201723 14000000001,0,0,0,0,0,0,0,0,0,0,0,201723 14000000001
2016,Prefeitura,2421029907,TRANSFERENCIA DO FNDE - TC PAR N 00070/2016 - PROGRAMA PROINFANCIA - INFRAESTRUTURA ESCOLA,0,205530 98000000001,0,0,0,0,0,0,0,0,0,0,0,205530 98000000001
2016,Prefeitura,2471990109,CONV. CR 2607.0223650-76/2007 - PAC URBANIZACAO - COMPLEXO DO ALEMAO,586487,319103 09000000003,0,0,319103 09000000003,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2471995129,CONV.TC 0415061-27/2013/CEF-IMPLANTACAO DO SISTEMAVEICULO LEVE SOBRE TRILHO DA AREA CENTRA,0,240407847 47999999,66644225 560000002,0,0,46284522 329999998,0,0,41178554 289999999,0,25068718 600000001,41113052 789999999,0,20118773 91
2016,Rio Zoo,1990990607,DESCONTOS OBTIDOS - RIOZOO,0,7792 3999999999996,7792 3999999999996,0,0,0,0,0,0,0,0,0,0,0
2016,Cet Rio,1990990304,OUTRAS RECEITAS - CET RIO,156,1251872 04,0,0,280 5,0,140537 82999999999,1018757 6899999999,21 600000000000001,18475 57,29 699999999999999,3491 4000000000001,0,70277 75
2016,Comlurb,1919270307,MULTAS POR INFRACOES CONTRATUAIS - COMLURB,26906,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Imprensa da Cidade,1520290312,SERVICOS DE PUBLICACOES PARA TERCEIROS - EMAG,2780920,4288129 7999999989,251849 60999999999,166096 54999999999,596907 75,606773 81000000006,352563 21000000002,307758 59999999998,401547 38,298919 54999999999,382309 34000000003,271000 27000000002,348241 47999999998,304162 25
2016,Imprensa da Cidade,7520290307,VENDAS/ASSINATURAS D.O.RIO PARA A ADM. DIRETA E INDIRETA - EMAG,713735,68501 470000000001,0,0,17438,13431 950000000001,17622 52,12096,0,0,693,3876,3344,0
2016,Iplanrio,7600990313,OUTROS SERVICOS - IPLAN (SME),6658286,4294921 4400000004,0,0,715820 23999999999,357910 12,357910 12,357910 12,357910 12,357910 12,357910 12,357910 12,357910 12,715820 23999999999
2016,Previ-Rio,8300800101,RECEITAS INTRA-ORCAMENTARIAS - AMORTIZACAO DE FINANCIAMENTO IMOBILIARIO - PREVIRIO,0,3050647 8700000001,318431 89000000001,0,1205454 29,565343 05000000005,0,0,228083 26999999999,0,221789 13,33270 449999999997,441997 45000000001,36278 339999999997
2016,Comlurb,1600430302,SERVICOS ESPECIAIS DE LIMPEZA E REMOCAO - COMLURB,4562959,2669630 04,395686 91999999998,0,0,0,265833 88,617773 54000000004,216123 75,196759 23000000001,189416 19,228405 28,225202 17000000001,334429 08000000002
2016,Riofilme,1990990311,OUTRAS RECEITAS - RIOFILME,19563,1309957 02,0,6769 8400000000001,6823 9300000000003,347 44999999999999,465709 66999999998,211059 54999999999,211147 23000000001,9961 2399999999998,166688 98000000001,114333 83,94035 75,23079 549999999999
2016,Rio-Urbe,1325029966,RENDIMENTOS DE APLICACOES FINANCEIRAS - RIOURBE,570500,758033 59999999998,57659 599999999999,74063 039999999994,49497 269999999997,43811 949999999997,71576 300000000003,70696 589999999997,56458 589999999997,45670 040000000001,45689 580000000002,40407 839999999997,51025 800000000003,151477
2016,Rioluz,1311010303,ALUGUEIS RECEBIDOS - RIOLUZ,5520000,6691908 2799999993,660969 88,392965 04999999999,543967 94999999995,631618 19999999995,566908 91000000003,238512 82000000001,494883 10999999999,500558 09000000003,586156 51000000001,1044552 01,457988 29999999999,572827 44999999995
2016,FUNPREVI,7763990114,CONV. PGM/FUNPREVI-RESSARCIMENTO DAS DESPESAS COM PAGAMENTO DE ADICIONAL DE QUALIFICACAO,0,64026 279999999999,0,0,0,0,0,0,0,0,0,0,64026 279999999999,0
2016,Prefeitura,2114070111,CEF/SMH PRO-MORADIA S CARLOS - ESTACIO CER 235876-55/08,252285,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2114070112,CEF/SMH PRO-MORADIA NOVA DIVINEIA/BORDA DO MATO/PQ JOAO PAULO II CER 235873-21/08,51112,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2471990319,CONV 817639/2015/MDSCF - ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL ESPECIAL - AQ,0,100000,0,0,0,0,0,0,0,0,0,0,0,100000
2016,Prefeitura,2471995124,CONV. PAC OLIMPICO 0416.057-83-PARQUE OLIMPICO DA BARRA - GINASIO HALL 4 HANDEBOL,14243516,59326976 200000003,24586500,0,0,8600000,0,0,12562417 18,0,0,0,0,13578059 02
2016,Previ-Rio,7600139904,SERVICOS ADMINISTRATIVOS PREVI-RIO LEI 3344,86462000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Planetário,1311010203,ALUGUEIS RECEBIDOS - PLANETARIO,1056336,1067683 29,94016 270000000004,36671 129999999997,146026 89999999999,60412 760000000002,76228 619999999995,53546 010000000002,60546 120000000003,207679 48999999999,100988 64,80087 979999999996,80525 800000000003,70953 570000000007
2016,Planetário,2471990219,CONV. 823821/2015 - AQUISICAO DE EQUIPAMENTOS PARA FORMATO FULLDOME IMERSIVO - MC/PLANETAR,0,121319,0,0,0,0,0,0,121319,0,0,0,0,0
2016,Rio Zoo,1919270208,MULTAS POR INFRACOES CONTRATUAIS - RIOZOO,1332,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Cet Rio,1325029970,RENDIMENTOS DE APLICACOES FINANCEIRAS - CET RIO,773220,454362 45000000001,43906 529999999999,0,29026 900000000001,61321 099999999999,29216 060000000001,55034 220000000001,48132 129999999997,54984 699999999997,46592 959999999999,35546 290000000001,24480 470000000001,26121 09
2016,Inst. Pereira Passos,1325015426,CONVENIO 002/2016/IPP/IRPH/PGM/SECPAR- PROGRAMA CENTRO PARA TODOS,0,368 31,0,0,0,0,0,0,0,0,0,206 47,106 01000000000001,55 829999999999998
2016,Imprensa da Cidade,1990990309,OUTRAS RECEITAS - EMAG,110709,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Imprensa da Cidade,7520290306,SERVICOS GRAFICOS PARA A ADMINSTR. INDIRETA - EMAG,860352,301506 75,31090 299999999999,12440 6,36328 309999999998,16386 130000000001,12208 07,45978 889999999999,15825 85,38015 190000000002,23367 66,6402 4700000000003,43888 279999999999,19575
2016,Multirio,1600160301,SERVICOS SOCIO/CULTURAIS E EDUCACIONAIS - MULTIRIO,1584,3100,0,0,0,0,0,0,0,500,2600,0,0,0
2016,Rio-Urbe,2300800102,AMORTIZACOES DE FINANCIAMENTOS-RIOURBE (MUTUARIOS DO SFH),1534602,1105732 3600000001,259 39999999999998,184 97,55 219999999999999,128 84999999999999,0,103004 84,217900 69,188158 67000000001,166119 14999999999,149129 23000000001,123922 89999999999,156868 44
2016,Rioluz,1922990304,OUTRAS RESTITUICOES/RESSARCIMENTO PLANO DE SAUDE DOS ESTATUTARIOS - RIOLUZ,9480,12962 559999999999,0,0,0,0,0,0,0,0,0,0,12617 209999999999,345 35000000000002
2016,FASS,1325030412,RECURSOS DO FASS,0,1246900 3199999998,143742 66,69353 330000000002,40690 949999999997,44335 209999999999,105688 03999999999,73365 399999999994,99675 330000000002,115894 91,142327 89999999999,161551 63,145918 79000000001,104356 17
2016,FASS,7210990202,CONTRIBUICAO PATRONAL- 3%,127343070,87034711 00999999,0,4461420 0700000003,9122843 5800000001,9582052 3399999999,10043176 880000001,9570258 3599999994,9592397 8399999999,9934507 7699999996,9730913 4900000002,9853089 8599999994,0,5144050 8200000003
2016,FASS,7210990204,CONTRIBUICAO PATRONAL- PLANO DENTAL,11556000,5611899 5999999996,0,843732,843282,839556,837009,834273,709138 43999999994,704909 16000000003,0,0,0,0
2016,Prefeitura,2114990232,CONTRATO PCRJ/BNDES N 16/2/0033/1 - PROGRAMA ESTRUTURADOR DO TRANSPORTE URBANO - COMPLEMEN,0,800000000,0,0,0,0,0,0,800000000,0,0,0,0,0
2016,Prefeitura,2225010102,ALIENACOES DE IMOVEIS - HERANCAS JACENTES,0,0,252142 01999999999,309857 02000000002,702537 69999999995,270562 02000000002,-274388 65999999997,252142 01999999999,0,-1512852 1200000001,0,0,0,0
2016,Prefeitura,2471990168,CONV. 724477/2009/MIN. CULTURA - REDE CARIOCA DE PONTOS E PONTOES - SMC,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Iplanrio,1919270303,MULTAS POR INFRACOES CONTRATUAIS - IPLANRIO,65121,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Previ-Rio,1990990602,DESCONTOS OBTIDOS - PREVIRIO,0,605 16999999999996,0,0,605 16999999999996,0,0,0,0,0,0,0,0,0
2016,Planetário,1325015425,CONV CANTINHO DA CRIANCA - MCTI/PLANETARIO,0,16626 260000000002,0,0,0,0,0,0,2277 54,3106 5500000000002,2861 54,2727 29,2710 3000000000002,2943 04
2016,Planetário,2471990209,CONV. MIN. CIENCIA TECNOLOGIA/PLANETARIO - IMPLANTACAO DO PLANETARIO ITINERANTE,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,RIOCENTRO,1325029977,RENDIMENTOS DE APLICACOES FINANCEIRAS - RIOCENTRO,98000,159941 12999999998,18133 32,16010 360000000001,20654 02,19150 299999999999,20146 970000000001,18236 700000000001,13712,11238 66,7290 79,4815 71,5137 7700000000004,5414 5299999999997
2016,Comlurb,7600430306,SERVICOS DE PREPARO DE ALIMENTOS - COMLURB/SERV. UNID. EDUCACIONAIS,71785908,59200782 689999998,733202 91000000003,566169 84999999998,12908735 5,6982260 4100000001,2746589 5600000001,4171754 6699999999,5432940 8700000001,4368745 0300000003,7523819 1299999999,6379310 8399999999,5561922 3799999999,1825331 54
2016,Riofilme,1325015409,CONV.034/2009 - PROGRAMA DE EDITAIS DO AUDIOVISUAL SEC/2009/2010 - RIOFILME,0,137341 89999999999,10857 950000000001,10408 290000000001,12185 530000000001,11200 73,11820 110000000001,12497 33,11899 66,13167 360000000001,12135 26,11615 48,11529 01,8025 1899999999996
2016,Riofilme,1600190311,COMISSAO DE DISTRIBUICAO DE PRODUCOES AUDIOVISUAIS-TV,342675,145050 90000000002,0,0,27526 279999999999,8653 6900000000005,1932 8199999999999,1529 6199999999999,52201 010000000002,18498 73,0,20112 580000000002,2819 1700000000001,11777
2016,FUNPREVI,7210290108,CONTRIBUICAO PATRONAL-ATIVO CIVIL- PODER LEGISLATIVO (CMRJ),36344000,47869525 759999998,3477352 2999999998,3469140 46,3495925 96,3910544 8599999999,3557686 1000000001,3562598 6000000001,3574558 7400000002,3952030 5800000001,3800090 8799999999,3783951 3199999998,3781968 04,7503677 9199999999
2016,FUNPREVI,7210291301,CONTRIBUICAO PREVIDENCIARIA SUPLEMENTAR,1560852000,1583710401 1400001,117954075 98,117954075 98,117954075 98,117954075 98,117954075 98,117954075 98,117954075 98,117954075 98,128015558 66,128015558 66,128015558 66,256031117 31999999
2016,FUNPREVI,7763990111,CONV. PGM/FUNPREVI - RESSARCIMENTO DAS DESPESAS COM PAGAMENTO DE ADICIONAL DE QUALIFICACAO,150000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Planetário,2471990220,CONV. 8145681/2014 CANTINHO DA CRIANCA - MC/PLANETARIO,0,329400,0,0,0,0,0,0,329400,0,0,0,0,0
2016,Rio Zoo,1325029954,RENDIMENTOS DE APLICACOES FINANCEIRAS - RIOZOO,322723,50151 999999999993,6696 1999999999998,3660 8699999999999,3245 8299999999999,3134 4899999999998,3466 75,4606 7399999999998,4118 0699999999997,4069 3499999999999,3556 4499999999998,2765 6799999999998,2680 6700000000001,8150 8999999999996
2016,Riotur,1922990305,OUTRAS RESTITUICOES - RIOTUR,74149,216251 28,0,0,2436 1500000000001,370 25999999999999,0,23459 360000000001,0,0,0,0,173196 54000000001,16788 970000000001
2016,Riotur,7922990305,OUTRAS RESTITUICOES/RESSARCIMENTO DE DESPESAS - RIOTUR,322020,335953 26000000001,0,0,0,0,0,0,0,0,0,0,121375,214578 26000000001
2016,Imprensa da Cidade,1520290309,VENDAS/ASSINATURAS D.O.RIO PARA TERCEIROS - EMAG,74214,53113,4950,0,5534,3619,9480,4434,5457,3654,3654,5023,2436,4872
2016,Imprensa da Cidade,1520290311,OUTROS SERVICOS GRAFICOS E FORMULARIOS - EMAG,182,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Imprensa da Cidade,7520290305,SERVICOS GRAFICOS PARA A ADMINISTR. DIRETA - EMAG,4314231,1007992 0199999998,256278 97,3750,10672 99,58280 910000000003,29933 27,122025 05,198863 01999999999,90324 210000000006,97268 830000000002,29509 580000000002,84924 360000000001,26160 830000000002
2016,Imprensa da Cidade,7520290308,SERVICOS DE PUBLICACOES PARA A ADM. DIRETA E INDIRETA - EMAG,1559730,2001198 8200000003,211288 44,20528 07,444059 87,119434 34,-122196 94,261283 17000000001,39475 440000000002,209752 51000000001,177520 78,151875 87,288573 34999999998,199603 92000000001
2016,Riofilme,1600190309,RECEITA DE BILHETERIA - RIOFILME,15146,47731 089999999997,0,0,0,0,28746 119999999999,0,0,0,0,0,0,18984 970000000001
2016,Prefeitura,1721227003,FUNDO ESPECIAL DO PETROLEO - DIVERSOS,2895346,2094498 05,0,380141 33000000002,146260 31,143825 73000000001,164713 97,164767 37,214794 92000000001,219109 64000000001,212491 04999999999,215243 04000000001,223892 75,9257 9400000000023
2016,Prefeitura,1721335401,BASICO DA ASSISTENCIA FARMACEUTICA,32415339,37817896 61999999,5402556 6600000001,2701278 3300000001,2701278 3300000001,0,2701278 3300000001,5402556 6600000001,2701278 3300000001,2701278 3300000001,2701278 3300000001,2701278 3300000001,2701278 3300000001,5402556 6600000001
2016,Prefeitura,1761995114,CONV 012/2012/CEF - RESIDENCIAL AVEIRO - TTS PMCMV - SMH,0,264303 57000000001,107614 78999999999,0,0,57711 620000000003,0,0,73159 880000000005,25817 279999999999,0,0,0,0
2016,Prefeitura,1761995115,CONV 013/2012/CEF - RESIDENCIAL AYRES - TTS PMCMV  - SMH,0,148983 60000000001,0,0,0,55025 57,0,71093 550000000003,0,22864 48,0,0,0,0
2016,Prefeitura,1761995129,CONV 027/2012/CEF - RESIDENCIAL VIVENDA RECANTO DA NATUREZA - TTS PMCMV - SMH,0,198071 82999999999,69443 809999999998,0,0,55593 870000000003,0,54048 379999999997,0,18985 77,0,0,0,0
2016,Prefeitura,1919280102,MULTAS DE TRANSPORTE IRREGULAR DE PASSAGEIROS,0,1014208 4300000001,0,0,0,0,0,0,518741 01000000001,164151 82000000001,87346 839999999997,90358 800000000003,84334 880000000005,69275 080000000002
2016,Prefeitura,1922990114,ANULACAO DE DESPESA - FOE,165,4976 1900000000005,0,0,0,0,0,3652 3400000000001,0,0,1323 8499999999999,0,0,0
2016,Prefeitura,1990020104,HONORARIOS ADVOCATICIOS - FOE PGM - DEPOSITOS JUDICIAIS,0,2577420 7199999997,0,4947 0100000000002,34748 559999999998,201672 59,265381 33000000002,143587 98999999999,101772 32000000001,131124 26999999999,22317 68,186831 51999999999,119687 56,1365349 8899999999
2016,Prefeitura,1990990122,CONVERSAO DE DEPOSITOS JUDICIAIS NAO TRIBUTARIOS,153879090,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Riofilme,1600190312,COMISSAO DE DISTRIBUICAO DE PRODUCOES AUDIOVISUAIS-DVD,3786,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Riofilme,1600190313,COMISSAO DE DISTRIBUICAO DE PRODUCOES AUDIOVISUAIS-VOD,3786,14666 75,0,0,1150 6400000000001,0,0,0,0,0,0,925 89999999999998,12590 209999999999,0
2016,Riofilme,1600190315,PARTICIPACAO NA RECEITA LIQUIDA DO PRODUTOR DE PRODUCOES AUDIOVISUAIS(RLP),1341039,895970 4700000002,0,0,80259 729999999996,42512 160000000003,0,0,531849 18000000005,27727 919999999998,3731 5100000000002,173015 19,36874 779999999999,0
2016,FUNPREVI,1912290203,MULTAS E JUROS DE MORA DAS CONTRIBUICOES DO SERVIDOR PARA O RPPS,32400,19135 380000000001,1107 3800000000001,1414 76,880 88,2129 0300000000002,6901 9799999999996,594 80999999999995,1258 48,904 88999999999999,1188 3800000000001,629 47000000000003,1584 9300000000001,540 38999999999999
2016,Prefeitura,2114990223,CEF/SMO PRO-TRANSPORTE - GUARATIBA,0,58002487 909999996,4293255 0099999998,0,5927621 9900000002,0,6963668 3399999999,3806069 54,0,2508252 7799999998,4394576 79,5513553 5999999996,0,24595489 859999999
2016,Prefeitura,2114990235,CONTRATO PCRJ/BNDES N 16.2.0646.1- MOBILIDADE URB ANA E PMI,0,82587958 260000005,0,0,0,0,0,0,0,0,0,0,0,82587958 260000005
2016,Prefeitura,2421029902,TRANSFERENCIAS DO FNDE - PROGRAMA PROINFANCIA-CONSTRUCAO DE CRECHES PAC II,0,189369 95000000001,0,189369 95000000001,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2476990107,CONV.PAC II - OGU -CHAPADAO/CHICO MENDES,2447727,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,7113050101,IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA,12480406,1489975 4000000001,125792 99000000001,140432 54999999999,131487 60999999999,125735 22,118968 53999999999,118739 69,119183 48,117539 60000000001,116959 78,122114 35000000001,115785 12,137236 47
2016,Planetário,2471990213,CONV. PLANETARIO /LIGHT - REFORMA DO SISTEMA DE AR CONDICIONADO - GAVEA - AP 02,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Planetário,2471990216,CONV. 772399/2012-REFORMULACAO DO MUSEU DO UNIVERSO DA FUNDACAO PLANETARIO MCTI/PLANETARIO,400000,400000,0,0,0,0,0,0,0,0,0,400000,0,0
2016,Rio Zoo,1600990203,OUTROS SERVICOS - RIOZOO,1312,3540 8700000000003,0,0,0,0,1200,0,1440,70,235 00999999999999,0,273 00999999999999,322 85000000000002
2016,Riotur,1325029972,RENDIMENTOS DE APLICACOES FINANCEIRAS - RIOTUR,673602,710028 35999999999,61622 040000000001,19029 720000000001,21647 540000000001,31627 709999999999,56591 910000000003,64000 540000000001,56374 769999999997,82336 490000000005,71788 679999999993,56067 690000000002,139833 16,49108 110000000001
2016,Prefeitura,2471050107,VLT - CENTRO,163276740,51022907 5,0,0,0,0,51022907 5,0,0,0,0,0,0,0
2016,Prefeitura,2471995118,CONV. CR. 0402.325-23/2012 - PAC CONTENCAO - ALEMAO E PENHA,41773886,2499786 7599999998,54823 849999999999,0,0,0,0,0,50972 639999999999,0,2393990 27,0,0,0
2016,Prefeitura,7922990101,RESTITUICAO DE REPASSES,0,2311398 8500000001,0,0,0,0,0,0,0,0,0,0,2311398 8500000001,0
2016,Iplanrio,1990990306,OUTRAS RECEITAS - IPLANRIO,695475,570365 02000000002,3401 52,1903 27,2523 1999999999998,542 04999999999995,6 9000000000000004,56588 519999999997,462278 90000000002,0,42 149999999999999,0,8465 3600000000006,34613 150000000001
2016,Planetário,2471990217,CONV. CR 814568/2014-MC/CEF REFORMA E IMPLANTACAO DO ESPACO CANTINHO DA CRIANCA-PLANETARIO,154500,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Imprensa da Cidade,1520290308,SERVICOS GRAFICOS PARA TERCEIROS - EMAG,4631,2963 360000000001,0,9655 1100000000006,1328 78,868 25999999999999,-9213 6900000000005,800,-800,0,0,324 89999999999998,0,0
2016,Imprensa da Cidade,1520290310,VENDAS DE PERIODICOS/LIVROS/APARAS - EMAG,46647,23461 920000000002,0,0,4927 1700000000001,786 36000000000001,1926 6300000000001,1460 28,2766 3800000000001,2719 2800000000002,2177 6199999999999,1547 3599999999999,2751 48,2399 3600000000001
2016,Riofilme,1325015417,CONCESSAO DE APOIO FINANCEIRO DO PREMIO ADICIONAL DE RENDA 2012 N 130/2012,0,72 580000000000013,5 5800000000000001,5 3600000000000003,6 2699999999999996,5 71,6 0499999999999998,6 3600000000000003,6 1299999999999999,6 7800000000000002,6 2300000000000004,5 9299999999999997,5 8899999999999997,6 29
2016,Multirio,1990990310,OUTRAS RECEITAS - MULTIRIO,117119,20953 690000000002,2999 0700000000002,1078 1500000000001,1647,1453,2005,3720 4699999999998,2541,530,540,3320,1090,30
2016,Previ-Rio,2211010201,ALIENACAO DE TITULOS MOBILIARIOS - PREVI-RIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Planetário,1325029957,RENDIMENTOS DE APLICACOES FINANCEIRAS - PLANETARIO,83910,199825 54000000001,19527 889999999999,17578 580000000002,19798 32,15219 799999999999,1217 3800000000001,17046 09,15503 33,12069 6,17287 98,15656 700000000001,13657 93,35261 940000000002
2016,Planetário,2471990215,CONV. CR 771.963/2012 - AMPLIACAO E REFORMA DA PRACA PUBLICA DA FUNDACAO PLANETARIO - MIN.,0,0,58 899999999999999,68 379999999999995,66 730000000000004,56 729999999999997,73 409999999999997,73 840000000000003,64 450000000000003,76 359999999999999,14 699999999999999,0,0,-553 5
2016,Planetário,2471990218,CONV. 818802/2015 - ATUALIZACAO TECNOLOGICA DO PROJETOR UNIVERSARIUM - MCTI/PLANETARIO,0,1590000,0,0,0,0,1590000,0,0,0,0,0,0,0
2016,Cet Rio,1600990701,SERVICOS DE ESTACIONAMENTO TERCEIROS - CET RIO,40932,44044 19999999999,3401 9400000000001,3938 7600000000002,3670 3499999999999,3670 3499999999999,3670 3499999999999,3670 3499999999999,3670 3499999999999,3670 3499999999999,3670 3499999999999,3670 3499999999999,3670 3499999999999,3670 3499999999999
2016,Comlurb,1311010305,ALUGUEIS RECEBIDOS - COMLURB,288166,314520 18000000005,25730 59,25730 59,25730 59,25730 59,25730 59,24536 310000000001,26896 82,26886 82,26886 82,26886 82,26886 82,26886 82
2016,Comlurb,1990990706,DESCONTOS OBTIDOS - COMLURB,0,36297 090000000004,8131 9399999999996,7594 3999999999996,8418 0799999999999,8406 1200000000008,3746 5500000000002,0,0,0,0,0,0,0
2016,Comlurb,7600059901,SERVICOS DE COMBATE AO AEDES AEGYPTI - PROJETO DENGUE - COMLURB,7109625,3262407 6100000003,601054 95999999996,0,0,1064541 0600000001,1064541 0600000001,0,532270 53000000003,0,0,0,0,0
2016,Rioluz,1600139902,SERVICOS ADMINISTRATIVOS - RIOLUZ,255324,164648 03999999998,16693 549999999999,19329 279999999999,11360 389999999999,13134 26,9118 6599999999999,17277 619999999999,7989 0299999999997,12486 309999999999,17770 32,20280 849999999999,13714 65,5493 1199999999999
2016,Prefeitura,2114990225,CONTR. PCRJ/BNDES N.14202691 - MELHORIA DA INFRAESTRUTURA DE MOBILIDADE URBANA,274485338,237049275 49999994,0,428400000,287000000,126000000,25000000,96752907 420000002,-748236778 12,0,0,0,0,22133146 199999999
2016,Prefeitura,2114990234,CONTRATO PCRJ/BNDES N 16.2.0645.1- MOBILIDADE URB ANA E INVESTIMENTOS MULTISETORIAIS INTEG,0,485667429 29000002,0,0,0,0,0,0,0,0,0,0,357234038 54000002,128433390 75
2016,Prefeitura,2471030110,TC 0302568-41/2009/MIN.CIDADES/CEF-URBANIZACAO ASSENT.PRECARIOS COMPLEXO DA TIJUCA - FMHIS,4530145,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,2471995116,CONV. CR. 0402.323-04/2012 - PAC CONTENCAO - AREA CENTRAL E TIJUCA,50891060,5922931 7800000003,350791 17999999999,21881 459999999999,0,0,0,0,3178853 3599999999,0,0,339081 77000000002,186904,1845420 01
2016,Prefeitura,7922990112,RECEITA INTRA-ORCAMENTARIA - RESTITUICOES DE DESPESA DE PESSOAL - SMA,22910000,24311623 129999999,2002206 8300000001,0,0,0,0,6469038 0099999998,0,0,7919740 3200000003,2064966 1799999999,3583284 6600000001,2272387 1299999999
2016,Previ-Rio,7990990207,OUTRAS RECEITAS - PREVIRIO,16257678,16826020 550000001,0,0,0,0,0,0,0,0,0,0,10826020 550000001,6000000
